Party,Parent Category,Category,Gas,Unit,Base year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Belgium,1.A.3 Transport,1.A.3.b.ii Light Duty Trucks,CH₄,kt,0.094623,0.094623,0.0957084,0.0986712,0.102299,0.105342,0.103362,0.102316,0.10315,0.0986196,0.0922353,0.0855888,0.0801943,0.0735417,0.0660493,0.0602947,0.0554067,0.0514058,0.043724,0.0374487,0.0312162,0.0269611,0.0220884,0.0185922,0.0157966,0.0147995,0.014591,0.0141495,0.0126965,0.0125787,0.0141952
Belgium,1.A.3 Transport,1.A.3.b.ii Light Duty Trucks,CO₂,kt,1435.94,1435.94,1448.66,1473.3,1548.25,1607.65,1631.89,1712.11,1823.47,1933.14,2069.52,2177.2,2295.47,2386.67,2453.74,2654.86,2802.04,2848.05,2997.22,3055.97,3030.74,2976.98,2935.15,2857.58,2746.46,2830.58,3103.86,3194.7,3202.38,3306.26,3353.04
Belgium,1.A.3 Transport,1.A.3.b.ii Light Duty Trucks,N₂O,kt,0.00166183,0.00166183,0.00172846,0.00190513,0.00191509,0.00254321,0.00540888,0.00919978,0.0132104,0.019466,0.0268834,0.0328378,0.0394017,0.0457032,0.0514595,0.0597197,0.0656058,0.0695176,0.0750574,0.0782697,0.0786144,0.0799971,0.0786859,0.0759754,0.0741207,0.0774098,0.0835829,0.0880116,0.0863352,0.0867667,0.089095
Belgium,1.A.3 Transport,1.A.3.b.iii Heavy Duty Trucks and Buses,Aggregate GHGs,kt CO₂ equivalent,5694.06,5694.06,5677.13,5700.54,5955.67,6057.43,5944.98,6123.62,6370.49,6537.11,6640.21,6867.9,7081.25,7269.87,7487.22,8029.71,8024.7,8262.74,8609.81,8125.79,7463.54,7419.72,7181.1,6907.78,6947.75,7040.93,7561.93,7520.04,7526.07,7624.67,7386.45
Belgium,1.A.3 Transport,1.A.3.b.iii Heavy Duty Trucks and Buses,CH₄,kt,0.541866,0.541866,0.539354,0.54097,0.564689,0.584386,0.582545,0.603483,0.622558,0.629981,0.630043,0.643163,0.65273,0.659291,0.668848,0.707696,0.698343,0.700241,0.636434,0.507533,0.405628,0.360209,0.300212,0.245564,0.206877,0.176676,0.157089,0.133764,0.113512,0.0984679,0.0956615
Belgium,1.A.3 Transport,1.A.3.b.iii Heavy Duty Trucks and Buses,CO₂,kt,5621.36,5621.36,5604.94,5628.92,5881.67,5985.48,5877.79,6058.22,6306.58,6475.48,6581.54,6810.66,7025.94,7217.13,7436.53,7978.75,7976.74,8214.53,8551.84,8063.07,7399.03,7346.01,7101.1,6822.92,6853.59,6937.7,7448.48,7399.29,7401.3,7495.29,7260.93
Belgium,1.A.3 Transport,1.A.3.b.iii Heavy Duty Trucks and Buses,N₂O,kt,0.198494,0.198494,0.196999,0.19497,0.200956,0.192419,0.176602,0.168816,0.162237,0.153953,0.144007,0.1381,0.130825,0.121662,0.114011,0.111637,0.102333,0.10301,0.141123,0.167903,0.182435,0.217156,0.243296,0.264163,0.298625,0.331602,0.367522,0.393974,0.409188,0.425902,0.4132
Belgium,1.A.3 Transport,1.A.3.b.iv Motorcycles,Aggregate GHGs,kt CO₂ equivalent,101.994,101.994,117.891,144.327,160.044,184.966,210.247,209.987,203.733,211.118,213.916,208.922,217.997,225.002,234.577,231.536,211.439,223.065,232.334,229.709,221.976,210.57,206.908,201.324,192.703,199.428,197.301,189.11,178.267,182.358,185.851
Belgium,1.A.3 Transport,1.A.3.b.iv Motorcycles,CH₄,kt,0.20536,0.20536,0.228836,0.272723,0.296436,0.335062,0.375114,0.374502,0.36315,0.37526,0.374924,0.353319,0.351922,0.348141,0.347569,0.326295,0.283735,0.284245,0.277814,0.253999,0.2298,0.211559,0.193093,0.172665,0.155631,0.151277,0.143293,0.129401,0.119548,0.117868,0.116221
Belgium,1.A.3 Transport,1.A.3.b.iv Motorcycles,CO₂,kt,96.4461,96.4461,111.683,136.905,151.955,175.801,199.967,199.723,193.778,200.827,203.617,199.172,208.227,215.283,224.817,222.308,203.356,214.903,224.273,222.244,215.127,204.198,201.004,195.964,187.811,194.623,192.706,184.903,174.323,178.428,181.929
Belgium,1.A.3 Transport,1.A.3.b.iv Motorcycles,N₂O,kt,0.00138828,0.00138828,0.00163465,0.00202659,0.00227399,0.00264699,0.00302676,0.00302442,0.00294024,0.00305027,0.00310735,0.00307828,0.0032604,0.00340669,0.00359236,0.00359121,0.00331959,0.00354544,0.00374216,0.0037437,0.00370214,0.00363256,0.00361213,0.00349945,0.00335866,0.00343328,0.00339599,0.00326311,0.00320566,0.00329747,0.00341134
Belgium,1.A.3 Transport,1.A.3.b.v Other,Aggregate GHGs,kt CO₂ equivalent,1.29169,1.29169,1.2847,1.39135,1.38802,1.43036,1.48202,1.46167,1.3889,1.40067,1.39024,1.36573,1.39382,1.40101,1.4216,1.3501,1.19812,1.24319,1.25497,1.24764,1.21121,1.15316,1.10387,1.02601,0.98224,0.952644,0.907502,0.834423,0.758072,0.809508,0.803207
Belgium,1.A.3 Transport,1.A.3.b.v Other,CO₂,kt,1.29169,1.29169,1.2847,1.39135,1.38802,1.43036,1.48202,1.46167,1.3889,1.40067,1.39024,1.36573,1.39382,1.40101,1.4216,1.3501,1.19812,1.24319,1.25497,1.24764,1.21121,1.15316,1.10387,1.02601,0.98224,0.952644,0.907502,0.834423,0.758072,0.809508,0.803207
Belgium,1.A.3 Transport,1.A.3.c Railways,Aggregate GHGs,kt CO₂ equivalent,234.939,234.939,231.82,231.939,211.565,210.245,198.769,185.635,174.797,178.432,168.531,174.934,154.25,140.578,135.153,131.83,136.29,164.119,174.272,161.034,123.155,108.817,105.114,121.978,92.3339,69.9016,70.8,72.7126,80.1591,80.0409,79.5003
Belgium,1.A.3 Transport,1.A.3.c Railways,CH₄,kt,0.0141008,0.0141008,0.013808,0.0137925,0.0125974,0.012517,0.0118582,0.0109941,0.0103748,0.0105414,0.0100439,0.0103797,0.00912524,0.00829555,0.00801956,0.00784638,0.00817263,0.00986822,0.0105762,0.0098294,0.00752722,0.00674893,0.00653773,0.00726929,0.00573242,0.00459286,0.00468178,0.00477109,0.00523681,0.00517025,0.00513479
Belgium,1.A.3 Transport,1.A.3.c Railways,CO₂,kt,222.45,222.45,218.932,218.923,199.778,198.552,187.842,175.004,164.891,168.056,159.174,164.989,145.356,132.39,127.479,124.475,128.99,155.505,165.628,153.326,117.306,104.138,100.709,115.211,88.4218,68.2518,69.2563,70.9701,78.1217,77.6969,77.1695
Belgium,1.A.3 Transport,1.A.3.c Railways,N₂O,kt,0.0407262,0.0407262,0.0420901,0.0425222,0.0384963,0.0381897,0.0356736,0.0347546,0.0323732,0.0339339,0.0305557,0.0325001,0.0290795,0.026783,0.02508,0.0240259,0.023811,0.0280799,0.0281168,0.0250399,0.0189969,0.0151349,0.0142339,0.0220989,0.0126468,0.0051508,0.00478742,0.00544733,0.00639749,0.00743192,0.00739081
Belgium,1.A.3 Transport,1.A.3.d Domestic Navigation,Aggregate GHGs,kt CO₂ equivalent,365.25,365.25,354.759,342.229,339.44,354.798,373.652,382.021,403.062,398.484,416.241,457.377,465.987,475.559,489.311,507.807,497.364,419.479,448.393,450.096,375.279,450.233,436.26,425.163,437.554,422.721,410.396,397.85,406.678,400.647,377.424
Belgium,1.A.3 Transport,1.A.3.d Domestic Navigation,CH₄,kt,0.0199714,0.0199714,0.0190606,0.017936,0.0175973,0.01799,0.0192107,0.0193074,0.0200953,0.0198884,0.0205551,0.0225282,0.0224559,0.0226883,0.0234449,0.0241009,0.0233169,0.0163136,0.0168806,0.016443,0.0133432,0.0161598,0.0147837,0.0139558,0.0140086,0.0132531,0.0124433,0.0117529,0.012041,0.0115286,0.0103176
Belgium,1.A.3 Transport,1.A.3.d Domestic Navigation,CO₂,kt,361.874,361.874,351.48,339.088,336.327,351.555,370.226,378.528,399.384,394.842,412.443,453.201,461.606,471.235,484.858,503.191,492.852,415.76,444.438,446.141,371.992,446.284,432.453,421.462,433.762,419.063,406.855,394.42,403.172,397.2,374.19
Belgium,1.A.3 Transport,1.A.3.d Domestic Navigation,N₂O,kt,0.00965419,0.00965419,0.00940283,0.00903633,0.00896754,0.00937505,0.00988582,0.0101021,0.0106549,0.0105511,0.0110198,0.0121235,0.0128192,0.0126077,0.0129756,0.0134678,0.0131845,0.0111112,0.0118565,0.0118947,0.00991265,0.0118941,0.0115328,0.0112471,0.0115487,0.0111644,0.0108398,0.010522,0.0107569,0.0105993,0.0099846
Belgium,1.A.3 Transport,1.A.3.e Other Transportation,Aggregate GHGs,kt CO₂ equivalent,336.355,336.355,334.454,339.064,348.374,337.176,332.222,348.93,314.035,290.518,305.568,330.422,308.027,324.347,344.483,371.021,358.551,388.685,388.042,399.162,431.942,456.881,443.621,385.737,388.737,326.947,370.413,349.909,352.144,400.314,480.849
Belgium,1.A.3 Transport,1.A.3.e Other Transportation,CH₄,kt,0.0137587,0.0137587,0.0130484,0.0128677,0.012528,0.012466,0.0118618,0.0116791,0.0112905,0.0106415,0.0105124,0.0106822,0.00958087,0.00940233,0.00922324,0.00941754,0.00882691,0.00906549,0.00880252,0.00857173,0.00863168,0.0089827,0.00841505,0.00700592,0.00670575,0.00526063,0.00575304,0.00507907,0.00481168,0.00534526,0.00644957
Belgium,1.A.3 Transport,1.A.3.e Other Transportation,CO₂,kt,334.33,334.33,332.457,337.01,346.343,334.992,330.077,346.786,311.71,288.136,303.112,327.791,305.495,321.721,341.787,368.136,355.577,385.517,384.585,395.615,428.797,453.272,439.966,382.215,385.246,323.438,366.862,346.323,348.405,396.357,476.688
Belgium,1.A.3 Transport,1.A.3.e Other Transportation,N₂O,kt,0.0056419,0.0056419,0.00560589,0.00581159,0.00576432,0.00628285,0.00620184,0.00621538,0.00685681,0.00710179,0.00735718,0.0079342,0.00769276,0.00802418,0.00827319,0.00889252,0.00924001,0.00987205,0.0108625,0.0111811,0.00982957,0.0113598,0.0115579,0.0112311,0.0111525,0.0113325,0.0114338,0.0116075,0.0121422,0.0128288,0.0134243
Belgium,1.A.3 Transport,1.A.3.e.i Pipeline Transport,Aggregate GHGs,kt CO₂ equivalent,196.965,196.965,196.965,196.965,208.405,183.11,180.723,198.311,145.006,114.288,123.671,135.71,119.667,130.349,146.442,159.12,138.105,154.202,128.93,134.071,203.476,190.904,172.469,120.825,126.837,58.9432,102.285,77.4293,67.2608,101.224,171.006
Belgium,1.A.3 Transport,1.A.3.e.i Pipeline Transport,CH₄,kt,0.00352028,0.00352028,0.00352028,0.00352028,0.00372326,0.00327448,0.00323642,0.00354276,0.00259303,0.00204191,0.00221054,0.00242939,0.00214462,0.00233593,0.00261428,0.00284874,0.0024697,0.00276136,0.00230821,0.00240155,0.0036445,0.00341406,0.00308723,0.00215714,0.00225609,0.00104604,0.00182878,0.00138202,0.00119936,0.00180738,0.00286445
Belgium,1.A.3 Transport,1.A.3.e.i Pipeline Transport,CO₂,kt,196.771,196.771,196.771,196.771,208.201,182.932,180.545,198.117,144.863,114.175,123.552,135.577,119.55,130.222,146.299,158.966,137.97,154.05,128.805,133.94,203.276,190.718,172.299,120.708,126.715,58.8856,102.185,77.3536,67.1948,101.125,170.849
Belgium,1.A.3 Transport,1.A.3.e.i Pipeline Transport,N₂O,kt,0.000355028,0.000355028,0.000355028,0.000355028,0.000373326,0.000324448,0.000327642,0.000353276,0.000261303,0.000208191,0.000217054,0.000240939,0.000210462,0.000230593,0.000258428,0.000279874,0.00024697,0.000278136,0.000225821,0.000238155,0.00036345,0.000339406,0.000311723,0.000211714,0.000222609,0.000105604,0.000182878,0.000138202,0.000120936,0.000181738,0.000286445
Belgium,1.A.3 Transport,1.A.3.e.ii Other,Aggregate GHGs,kt CO₂ equivalent,139.39,139.39,137.489,142.099,139.969,154.066,151.499,150.619,169.03,176.23,181.896,194.712,188.36,193.998,198.041,211.901,220.446,234.483,259.112,265.091,228.467,265.977,271.152,264.912,261.9,268.003,268.128,272.48,284.883,299.089,309.844
Belgium,1.A.3 Transport,1.A.3.e.ii Other,CH₄,kt,0.0102384,0.0102384,0.00952813,0.00934745,0.0088047,0.00919151,0.00862541,0.0081363,0.00869744,0.00859961,0.00830185,0.00825282,0.00743625,0.00706641,0.00660896,0.0065688,0.00635721,0.00630414,0.00649431,0.00617018,0.00498718,0.00556864,0.00532783,0.00484878,0.00444966,0.00421459,0.00392426,0.00369706,0.00361232,0.00353788,0.00358512
Belgium,1.A.3 Transport,1.A.3.e.ii Other,CO₂,kt,137.559,137.559,135.686,140.239,138.142,152.06,149.532,148.669,166.847,173.961,179.561,192.214,185.944,191.499,195.488,209.17,217.607,231.467,255.78,261.675,225.521,262.554,267.667,261.507,258.531,264.552,264.677,268.97,281.21,295.232,305.839
Belgium,1.A.3 Transport,1.A.3.e.ii Other,N₂O,kt,0.00528687,0.00528687,0.00525086,0.00545656,0.005391,0.0059584,0.0058742,0.0058621,0.0065955,0.0068936,0.00714013,0.00769326,0.0074823,0.00779358,0.00801476,0.00861265,0.00899304,0.00959391,0.0106367,0.0109429,0.00946612,0.0110204,0.0112462,0.0110194,0.0109299,0.0112269,0.011251,0.0114693,0.0120212,0.0126471,0.0131379
Belgium,1.A.3.b Road Transportation,1.A.3.b.i Cars,Aggregate GHGs,kt CO₂ equivalent,12753.3,12753.3,12936.6,13625.8,13794.6,14100.8,14242.7,14396.1,14278.6,14678.1,14731.6,14753.2,15005,15025.9,15285.6,15584.7,14685.6,15010,15317.3,15827.2,15782.1,15018.5,14931.3,14524,14130.5,14294,15141.5,14849.6,14251.8,14176.3,14063.4
Belgium,1.A.3.b Road Transportation,1.A.3.b.i Cars,CH₄,kt,4.77353,4.77353,4.79952,5.07067,4.68661,4.32379,3.96809,3.57941,3.12401,2.89184,2.5546,2.24307,2.01613,1.74614,1.59451,1.35376,1.13782,0.964693,0.827254,0.71645,0.630984,0.549682,0.487727,0.452494,0.428555,0.428551,0.455235,0.479602,0.483397,0.527036,0.660509
Belgium,1.A.3.b Road Transportation,1.A.3.b.i Cars,CO₂,kt,12537.2,12537.2,12719.4,13395.8,13564,13857.6,13990,14141.2,14034.3,14432.8,14493.7,14523.6,14777.4,14804,15064,15371.9,14523.5,14848.9,15155.5,15661.9,15616.1,14854.7,14770.6,14367.8,13979.6,14143.9,14987.1,14700.6,14113,14045,13932.4
Belgium,1.A.3.b Road Transportation,1.A.3.b.i Cars,N₂O,kt,0.324591,0.324591,0.325949,0.3464,0.380712,0.453426,0.515095,0.555036,0.55747,0.580375,0.583764,0.582226,0.594744,0.598334,0.609666,0.600703,0.448416,0.459513,0.473608,0.494624,0.504167,0.503641,0.498536,0.486037,0.470445,0.467843,0.479762,0.459892,0.42513,0.396477,0.384191
Belgium,1.A.3.b Road Transportation,1.A.3.b.ii Light Duty Trucks,Aggregate GHGs,kt CO₂ equivalent,1438.8,1438.8,1451.56,1476.33,1551.38,1611.04,1636.08,1717.41,1829.99,1941.41,2079.84,2189.13,2309.22,2402.12,2470.73,2674.17,2822.97,2870.05,3020.68,3080.24,3054.95,3001.5,2959.15,2880.69,2768.94,2854.02,3129.13,3221.28,3228.42,3332.43,3379.94
Belgium,1.A.3.b Road Transportation,1.A.3.b.ii Light Duty Trucks,CH₄,kt,0.094623,0.094623,0.0957084,0.0986712,0.102299,0.105342,0.103362,0.102316,0.10315,0.0986196,0.0922353,0.0855888,0.0801943,0.0735417,0.0660493,0.0602947,0.0554067,0.0514058,0.043724,0.0374487,0.0312162,0.0269611,0.0220884,0.0185922,0.0157966,0.0147995,0.014591,0.0141495,0.0126965,0.0125787,0.0141952
Belgium,1.A.3.b Road Transportation,1.A.3.b.ii Light Duty Trucks,CO₂,kt,1435.94,1435.94,1448.66,1473.3,1548.25,1607.65,1631.89,1712.11,1823.47,1933.14,2069.52,2177.2,2295.47,2386.67,2453.74,2654.86,2802.04,2848.05,2997.22,3055.97,3030.74,2976.98,2935.15,2857.58,2746.46,2830.58,3103.86,3194.7,3202.38,3306.26,3353.04
Belgium,1.A.3.b Road Transportation,1.A.3.b.ii Light Duty Trucks,N₂O,kt,0.00166183,0.00166183,0.00172846,0.00190513,0.00191509,0.00254321,0.00540888,0.00919978,0.0132104,0.019466,0.0268834,0.0328378,0.0394017,0.0457032,0.0514595,0.0597197,0.0656058,0.0695176,0.0750574,0.0782697,0.0786144,0.0799971,0.0786859,0.0759754,0.0741207,0.0774098,0.0835829,0.0880116,0.0863352,0.0867667,0.089095
Belgium,1.A.3.b Road Transportation,1.A.3.b.iii Heavy Duty Trucks and Buses,Aggregate GHGs,kt CO₂ equivalent,5694.06,5694.06,5677.13,5700.54,5955.67,6057.43,5944.98,6123.62,6370.49,6537.11,6640.21,6867.9,7081.25,7269.87,7487.22,8029.71,8024.7,8262.74,8609.81,8125.79,7463.54,7419.72,7181.1,6907.78,6947.75,7040.93,7561.93,7520.04,7526.07,7624.67,7386.45
Belgium,1.A.3.b Road Transportation,1.A.3.b.iii Heavy Duty Trucks and Buses,CH₄,kt,0.541866,0.541866,0.539354,0.54097,0.564689,0.584386,0.582545,0.603483,0.622558,0.629981,0.630043,0.643163,0.65273,0.659291,0.668848,0.707696,0.698343,0.700241,0.636434,0.507533,0.405628,0.360209,0.300212,0.245564,0.206877,0.176676,0.157089,0.133764,0.113512,0.0984679,0.0956615
Belgium,1.A.3.b Road Transportation,1.A.3.b.iii Heavy Duty Trucks and Buses,CO₂,kt,5621.36,5621.36,5604.94,5628.92,5881.67,5985.48,5877.79,6058.22,6306.58,6475.48,6581.54,6810.66,7025.94,7217.13,7436.53,7978.75,7976.74,8214.53,8551.84,8063.07,7399.03,7346.01,7101.1,6822.92,6853.59,6937.7,7448.48,7399.29,7401.3,7495.29,7260.93
Belgium,1.A.3.b Road Transportation,1.A.3.b.iii Heavy Duty Trucks and Buses,N₂O,kt,0.198494,0.198494,0.196999,0.19497,0.200956,0.192419,0.176602,0.168816,0.162237,0.153953,0.144007,0.1381,0.130825,0.121662,0.114011,0.111637,0.102333,0.10301,0.141123,0.167903,0.182435,0.217156,0.243296,0.264163,0.298625,0.331602,0.367522,0.393974,0.409188,0.425902,0.4132
Belgium,1.A.3.b Road Transportation,1.A.3.b.iv Motorcycles,Aggregate GHGs,kt CO₂ equivalent,101.994,101.994,117.891,144.327,160.044,184.966,210.247,209.987,203.733,211.118,213.916,208.922,217.997,225.002,234.577,231.536,211.439,223.065,232.334,229.709,221.976,210.57,206.908,201.324,192.703,199.428,197.301,189.11,178.267,182.358,185.851
Belgium,1.A.3.b Road Transportation,1.A.3.b.iv Motorcycles,CH₄,kt,0.20536,0.20536,0.228836,0.272723,0.296436,0.335062,0.375114,0.374502,0.36315,0.37526,0.374924,0.353319,0.351922,0.348141,0.347569,0.326295,0.283735,0.284245,0.277814,0.253999,0.2298,0.211559,0.193093,0.172665,0.155631,0.151277,0.143293,0.129401,0.119548,0.117868,0.116221
Belgium,1.A.3.b Road Transportation,1.A.3.b.iv Motorcycles,CO₂,kt,96.4461,96.4461,111.683,136.905,151.955,175.801,199.967,199.723,193.778,200.827,203.617,199.172,208.227,215.283,224.817,222.308,203.356,214.903,224.273,222.244,215.127,204.198,201.004,195.964,187.811,194.623,192.706,184.903,174.323,178.428,181.929
Belgium,1.A.3.b Road Transportation,1.A.3.b.iv Motorcycles,N₂O,kt,0.00138828,0.00138828,0.00163465,0.00202659,0.00227399,0.00264699,0.00302676,0.00302442,0.00294024,0.00305027,0.00310735,0.00307828,0.0032604,0.00340669,0.00359236,0.00359121,0.00331959,0.00354544,0.00374216,0.0037437,0.00370214,0.00363256,0.00361213,0.00349945,0.00335866,0.00343328,0.00339599,0.00326311,0.00320566,0.00329747,0.00341134
Belgium,1.A.3.b Road Transportation,1.A.3.b.v Other,Aggregate GHGs,kt CO₂ equivalent,1.29169,1.29169,1.2847,1.39135,1.38802,1.43036,1.48202,1.46167,1.3889,1.40067,1.39024,1.36573,1.39382,1.40101,1.4216,1.3501,1.19812,1.24319,1.25497,1.24764,1.21121,1.15316,1.10387,1.02601,0.98224,0.952644,0.907502,0.834423,0.758072,0.809508,0.803207
Belgium,1.A.3.b Road Transportation,1.A.3.b.v Other,CO₂,kt,1.29169,1.29169,1.2847,1.39135,1.38802,1.43036,1.48202,1.46167,1.3889,1.40067,1.39024,1.36573,1.39382,1.40101,1.4216,1.3501,1.19812,1.24319,1.25497,1.24764,1.21121,1.15316,1.10387,1.02601,0.98224,0.952644,0.907502,0.834423,0.758072,0.809508,0.803207
Belgium,1.A.3.e Other Transportation,1.A.3.e.i Pipeline Transport,Aggregate GHGs,kt CO₂ equivalent,196.965,196.965,196.965,196.965,208.405,183.11,180.723,198.311,145.006,114.288,123.671,135.71,119.667,130.349,146.442,159.12,138.105,154.202,128.93,134.071,203.476,190.904,172.469,120.825,126.837,58.9432,102.285,77.4293,67.2608,101.224,171.006
Belgium,1.A.3.e Other Transportation,1.A.3.e.i Pipeline Transport,CH₄,kt,0.00352028,0.00352028,0.00352028,0.00352028,0.00372326,0.00327448,0.00323642,0.00354276,0.00259303,0.00204191,0.00221054,0.00242939,0.00214462,0.00233593,0.00261428,0.00284874,0.0024697,0.00276136,0.00230821,0.00240155,0.0036445,0.00341406,0.00308723,0.00215714,0.00225609,0.00104604,0.00182878,0.00138202,0.00119936,0.00180738,0.00286445
Belgium,1.A.3.e Other Transportation,1.A.3.e.i Pipeline Transport,CO₂,kt,196.771,196.771,196.771,196.771,208.201,182.932,180.545,198.117,144.863,114.175,123.552,135.577,119.55,130.222,146.299,158.966,137.97,154.05,128.805,133.94,203.276,190.718,172.299,120.708,126.715,58.8856,102.185,77.3536,67.1948,101.125,170.849
Belgium,1.A.3.e Other Transportation,1.A.3.e.i Pipeline Transport,N₂O,kt,0.000355028,0.000355028,0.000355028,0.000355028,0.000373326,0.000324448,0.000327642,0.000353276,0.000261303,0.000208191,0.000217054,0.000240939,0.000210462,0.000230593,0.000258428,0.000279874,0.00024697,0.000278136,0.000225821,0.000238155,0.00036345,0.000339406,0.000311723,0.000211714,0.000222609,0.000105604,0.000182878,0.000138202,0.000120936,0.000181738,0.000286445
Belgium,1.A.3.e Other Transportation,1.A.3.e.ii Other,Aggregate GHGs,kt CO₂ equivalent,139.39,139.39,137.489,142.099,139.969,154.066,151.499,150.619,169.03,176.23,181.896,194.712,188.36,193.998,198.041,211.901,220.446,234.483,259.112,265.091,228.467,265.977,271.152,264.912,261.9,268.003,268.128,272.48,284.883,299.089,309.844
Belgium,1.A.3.e Other Transportation,1.A.3.e.ii Other,CH₄,kt,0.0102384,0.0102384,0.00952813,0.00934745,0.0088047,0.00919151,0.00862541,0.0081363,0.00869744,0.00859961,0.00830185,0.00825282,0.00743625,0.00706641,0.00660896,0.0065688,0.00635721,0.00630414,0.00649431,0.00617018,0.00498718,0.00556864,0.00532783,0.00484878,0.00444966,0.00421459,0.00392426,0.00369706,0.00361232,0.00353788,0.00358512
Belgium,1.A.3.e Other Transportation,1.A.3.e.ii Other,CO₂,kt,137.559,137.559,135.686,140.239,138.142,152.06,149.532,148.669,166.847,173.961,179.561,192.214,185.944,191.499,195.488,209.17,217.607,231.467,255.78,261.675,225.521,262.554,267.667,261.507,258.531,264.552,264.677,268.97,281.21,295.232,305.839
Belgium,1.A.3.e Other Transportation,1.A.3.e.ii Other,N₂O,kt,0.00528687,0.00528687,0.00525086,0.00545656,0.005391,0.0059584,0.0058742,0.0058621,0.0065955,0.0068936,0.00714013,0.00769326,0.0074823,0.00779358,0.00801476,0.00861265,0.00899304,0.00959391,0.0106367,0.0109429,0.00946612,0.0110204,0.0112462,0.0110194,0.0109299,0.0112269,0.011251,0.0114693,0.0120212,0.0126471,0.0131379
Belgium,1.A.4 Other Sectors,1.A.4.a Commercial/Institutional,Aggregate GHGs,kt CO₂ equivalent,4310.97,4310.97,5488.58,5401.18,5566.97,6024.18,5590.94,6717.93,6070.28,6084.55,6092.87,6007.95,6351.96,6095.39,6363.23,6368.92,6287.8,5848.67,5477.61,6151.92,6337.71,6764.51,5428.85,5845.63,6125.47,5039.65,5614.68,5657.66,5703.15,5784.01,5735.65
Belgium,1.A.4 Other Sectors,1.A.4.a Commercial/Institutional,CH₄,kt,0.417795,0.417795,0.383828,0.384506,0.387627,0.603083,0.653056,0.727196,0.711007,0.747963,0.754272,0.658841,0.722805,0.618914,0.655228,0.78604,0.891764,0.854933,0.847288,0.899729,0.920337,1.01421,0.817853,0.803118,1.03159,0.98345,1.14626,1.15803,1.2747,1.18748,1.15399
Belgium,1.A.4 Other Sectors,1.A.4.a Commercial/Institutional,CO₂,kt,4288.99,4288.99,5464.75,5377.38,5542.62,5992.97,5558.56,6680.77,6035.38,6048.55,6056.06,5973.88,6315.05,6062.13,6327.37,6327.98,6244.39,5807.53,5437.25,6108.32,6292.62,6715.71,5389.28,5805.73,6078.07,4996.19,5564.93,5607.31,5649.91,5733.04,5685.84
Belgium,1.A.4 Other Sectors,1.A.4.a Commercial/Institutional,N₂O,kt,0.0387331,0.0387331,0.0477712,0.047589,0.0491887,0.054122,0.0538502,0.0636941,0.0574574,0.0580832,0.0602331,0.0590663,0.0632184,0.0596977,0.0653708,0.0714586,0.0708559,0.0663454,0.0643591,0.0708326,0.0740866,0.0786666,0.0641747,0.0665115,0.0724958,0.06332,0.0707916,0.0717948,0.0717268,0.0714303,0.070344
Belgium,1.A.4 Other Sectors,1.A.4.a.i Stationary Combustion,Aggregate GHGs,kt CO₂ equivalent,4310.97,4310.97,5488.58,5401.18,5566.97,6024.18,5590.94,6717.93,6070.28,6084.55,6092.87,6007.95,6351.96,6095.39,6363.23,6368.92,6287.8,5848.67,5477.61,6151.92,6337.71,6764.51,5428.85,5845.63,6125.47,5039.65,5614.68,5657.66,5703.15,5784.01,5735.65
Belgium,1.A.4 Other Sectors,1.A.4.a.i Stationary Combustion,CH₄,kt,0.417795,0.417795,0.383828,0.384506,0.387627,0.603083,0.653056,0.727196,0.711007,0.747963,0.754272,0.658841,0.722805,0.618914,0.655228,0.78604,0.891764,0.854933,0.847288,0.899729,0.920337,1.01421,0.817853,0.803118,1.03159,0.98345,1.14626,1.15803,1.2747,1.18748,1.15399
Belgium,1.A.4 Other Sectors,1.A.4.a.i Stationary Combustion,CO₂,kt,4288.99,4288.99,5464.75,5377.38,5542.62,5992.97,5558.56,6680.77,6035.38,6048.55,6056.06,5973.88,6315.05,6062.13,6327.37,6327.98,6244.39,5807.53,5437.25,6108.32,6292.62,6715.71,5389.28,5805.73,6078.07,4996.19,5564.93,5607.31,5649.91,5733.04,5685.84
Belgium,1.A.4 Other Sectors,1.A.4.a.i Stationary Combustion,N₂O,kt,0.0387331,0.0387331,0.0477712,0.047589,0.0491887,0.054122,0.0538502,0.0636941,0.0574574,0.0580832,0.0602331,0.0590663,0.0632184,0.0596977,0.0653708,0.0714586,0.0708559,0.0663454,0.0643591,0.0708326,0.0740866,0.0786666,0.0641747,0.0665115,0.0724958,0.06332,0.0707916,0.0717948,0.0717268,0.0714303,0.070344
Belgium,1.A.4 Other Sectors,1.A.4.b Residential,Aggregate GHGs,kt CO₂ equivalent,20757.6,20757.6,22480.4,22362.4,22310.2,21396.8,22618.5,26712.8,23125.3,23459.6,22564.9,21323.9,23318.5,22895,23210.7,21691.2,21284.2,20341,18646,19724.7,18705.8,20792.2,17086.6,17713.9,19347.1,15929.3,16780.1,16900.8,16750.4,16576.9,16114.5
